framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,window_size,beam_width,attn_dtype,kv_cache_dtype,step,latency
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,1,0.02759466568628947
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,1,0.025706666211287182
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,3,0.025600001215934753
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,7,0.025098666548728943
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,15,0.025754667818546295
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,15,0.025466665625572205
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,31,0.025477332373460133
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,31,0.02550933261712392
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,63,0.02716800073782603
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,63,0.02534399926662445
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,127,0.02752000093460083
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,3,0.025818665822347004
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,127,0.025114665428797405
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,255,0.02739199995994568
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,255,0.025424001117547352
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,1023,0.0591786652803421
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,1023,0.0524479995171229
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,511,0.039733332892258964
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,2047,0.09943999846776326
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,2047,0.08699733018875122
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,4095,0.1737226645151774
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,7,0.02573866645495097
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,4095,0.15038933356602988
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,1,0.010656000425418219
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,3,0.010746666540702185
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,3,0.01101333275437355
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,7,0.011109333485364914
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,511,0.034186666210492454
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,7,0.01146666705608368
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,15,0.010768000036478043
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,31,0.010933333386977514
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,15,0.010879999647537867
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,31,0.011194666226704916
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,63,0.010960000256697336
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,63,0.010832000523805618
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,127,0.011114666859308878
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,127,0.010842667271693548
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,255,0.011152000476916632
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,255,0.010853332777818045
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,511,0.013045333325862885
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,511,0.012847999731699625
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,1023,0.012890666723251343
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,1023,0.013232000172138214
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,2047,0.015029333531856537
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,2047,0.012906666845083237
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,4095,0.01724799970785777
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,4095,0.020831999679406483
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,8191,0.023285334308942158
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,8191,0.021221332252025604
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,1,0.01126933346192042
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,16383,0.0359253336985906
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,16383,0.029440000653266907
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,1,0.011237333218256632
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,3,0.01090666651725769
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,3,0.010784000158309937
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,7,0.010847999403874079
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,15,0.011136000355084738
TRTLLM,1.2.0rc5,NVIDIA GB200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,15,0.01081066702802976
