framework,version,device,op_name,kernel_source,m,k,quant_dtype,latency
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,16384,fp8,0.2728810628255208
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,12288,fp8,0.20605546633402505
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,10240,fp8,0.17222399711608888
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,8192,fp8,0.13827412923177082
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,7168,fp8,0.12113173007965088
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,6144,fp8,0.10452053546905518
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,5120,fp8,0.0876032034556071
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,4096,fp8,0.0564789334932963
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,3584,fp8,0.03601173162460327
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,3072,fp8,0.029683200518290202
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,2560,fp8,0.02513386607170105
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,2048,fp8,0.02104960083961487
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,1536,fp8,0.016345600287119545
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,1024,fp8,0.012087466319402058
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,768,fp8,0.009973333279291789
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,512,fp8,0.007323733468850453
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,256,fp8,0.0050784001747767125
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,128,fp8,0.003916800022125244
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,64,fp8,0.0034506666163603462
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,32,fp8,0.003014400104681651
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,8192,65536,fp8,4.903035481770834
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,16384,fp8,0.15182080268859863
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,12288,fp8,0.11267840067545573
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,10240,fp8,0.08778560161590576
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,8192,fp8,0.06312533219655356
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,7168,fp8,0.06843946774800619
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,6144,fp8,0.05869973500569662
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,5120,fp8,0.035306668281555174
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,4096,fp8,0.027137066920598345
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,3584,fp8,0.024331732590993246
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,3072,fp8,0.021471999088923135
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,2560,fp8,0.01853653391202291
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,2048,fp8,0.01530880033969879
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,1536,fp8,0.012796800335248312
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,1024,fp8,0.009553066889444987
TRTLLM,1.0.0rc6,NVIDIA B200,scale_matrix,torch_ops,4096,768,fp8,0.007952000200748443
