framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,64,1,16,1,0,0.01249760016798973
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,32,1,16,2,0,0.012675200402736665
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,32,1,16,2,0,0.01459839940071106
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,16,1,16,4,0,0.01462559998035431
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,64,1,16,1,0,0.01653759926557541
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,8,1,16,8,0,0.014511999487876893
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,16,1,16,4,0,0.012558400630950928
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,4,1,16,16,0,0.015272000432014465
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,2,1,16,32,0,0.014632000029087067
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,1,1,16,64,0,0.016441600024700166
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,8,1,16,8,0,0.012505599856376648
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,64,1,32,1,0,0.013091200590133667
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,32,1,32,2,0,0.014486399292945863
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,16,1,32,4,0,0.012489599734544754
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,8,1,32,8,0,0.01250240057706833
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,4,1,32,16,0,0.012484800070524216
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,2,1,32,32,0,0.012505599856376648
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,1,1,32,64,0,0.012465599924325943
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,64,1,32,1,0,0.01858240067958832
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,32,1,32,2,0,0.016686399281024934
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,16,1,32,4,0,0.015204800665378571
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,8,1,32,8,0,0.01663679927587509
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,4,1,32,16,0,0.01658080071210861
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,64,1,64,1,0,0.01660960018634796
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,2,1,32,32,0,0.016531200706958772
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,32,1,64,2,0,0.014496000111103058
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,1,1,32,64,0,0.015427200496196747
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,2,1,64,32,0,0.01276639997959137
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,4,1,16,16,0,0.01252480000257492
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,16,1,64,4,0,0.014582400023937226
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,8,1,64,8,0,0.01451359987258911
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,1,1,64,64,0,0.012459199875593185
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,4,1,64,16,0,0.0144896000623703
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,32,1,64,2,0,0.016638399660587312
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,64,1,64,1,0,0.018721599876880646
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,16,1,64,4,0,0.016758400201797485
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,4,1,64,16,0,0.016519999504089354
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,8,1,64,8,0,0.016676799952983858
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,2,1,16,32,0,0.012604799866676331
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,2,1,64,32,0,0.01659200042486191
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,16,1,128,4,0,0.014860799908638
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,fp8,1,1,64,64,0,0.01655679941177368
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,8,1,128,8,0,0.01454080045223236
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,64,1,128,1,0,0.016683200001716615
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,32,1,128,2,0,0.015505599975585937
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,1,1,128,64,0,0.014473600685596466
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,4,1,128,16,0,0.014539200067520141
SGLang,0.5.6.post2,NVIDIA B200,mla_context,trtllm_mla,float16,float16,2,1,128,32,0,0.01448799967765808
