framework,version,device,op_name,kernel_source,gemm_dtype,m,n,k,latency
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,4096,1.063358942667643
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,5120,1.2627296447753906
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,6144,1.5325920104980468
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,3584,0.933955192565918
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,7168,1.823132832845052
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,3072,0.8037727991739908
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,8192,1.9228010813395184
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,2560,0.6925290425618489
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,1536,0.48472747802734373
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,1024,0.37144320805867515
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,128,0.197869873046875
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,256,0.22203733126322428
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,512,0.2820096015930176
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,768,0.32161067326863607
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,2048,0.5927594502766926
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,8192,0.6192821502685547
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,10240,2.607622273763021
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,10240,0.7721994400024415
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,12288,0.9178848266601562
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,6144,0.418338139851888
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,5120,0.3463509241739909
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,7168,0.521619192759196
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,4096,0.277505079905192
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,16384,1.2483999888102213
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,1536,0.13482880592346191
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,3072,0.21950826644897461
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,2048,0.16274666786193848
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,3584,0.24835519790649413
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,2560,0.19274667104085286
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,256,0.06724159717559815
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,12288,2.8739583333333334
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,1024,0.10485866864522297
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,128,0.06041706800460815
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,512,0.08028266429901124
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,768,0.09314986864725748
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,7168,0.3599360148111979
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,8192,0.41349118550618486
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,10240,0.5669514973958333
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,12288,0.6791861216227214
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,6144,0.3087029457092285
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,5120,0.263372802734375
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,4096,0.2174623966217041
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,3072,0.17237013181050617
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,2560,0.1497759977976481
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,3584,0.194049072265625
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,2048,0.12789759635925294
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,512,0.06383039951324462
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,768,0.07123520374298095
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,1024,0.08232746918996176
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,256,0.054205866654713955
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,128,0.0495957334836324
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,1536,0.10717973709106446
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,16384,0.8841994603474935
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,8192,0.3402751922607422
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,10240,0.4469418525695801
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,12288,0.5585631688435873
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,6144,0.26453332901000975
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,7168,0.30167039235432946
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,16384,0.7509034474690754
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,5120,0.230023463567098
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,16384,4.472149149576823
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,4096,0.18646933237711588
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,3072,0.14950505892435711
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,3584,0.16786880493164064
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,2560,0.1311402638753255
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,2048,0.11144426663716633
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,256,0.04764800071716309
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,512,0.05587519804636637
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,768,0.06219093402226766
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,1024,0.07157866954803467
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,128,0.043755733966827394
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,10240,1536,0.09260373115539551
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,8192,0.2756309191385905
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,10240,0.3423957188924154
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,12288,0.42994238535563156
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,7168,0.245416529973348
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,6144,0.21575679779052734
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,16384,0.5756991704305012
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,5120,0.18968000411987304
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,4096,0.15571626027425128
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,3584,0.13919572830200194
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,2048,0.0937994639078776
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,2560,0.10905706882476807
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,3072,0.1242794672648112
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,1024,0.05980159838994344
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,1536,0.07659200032552084
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,768,0.05123413403828939
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,512,0.046353065967559816
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,256,0.04109866619110107
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,8192,128,0.037956265608469646
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,10240,0.31334400177001953
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,12288,0.3743733406066895
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,16384,0.5098496119181315
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,8192,0.2527221361796061
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,7168,0.22627092997233073
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,4096,0.14268159866333008
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,5120,0.1755136013031006
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,6144,0.19957760175069172
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,3584,0.12909226417541503
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,2560,0.10004586378733318
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,3072,0.11578133106231689
TRTLLM,1.0.0rc6,NVIDIA B200,gemm,torch_flow,nvfp4,8192,7168,1024,0.05529599984486898
