framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,16,1,0.01097600037852923
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,1,1,0.010928000013033548
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,2,1,0.011429333438475927
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,32,1,0.010922666639089584
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,8,1,0.01109333336353302
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,4,1,0.010928000013033548
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,64,1,0.010928000013033548
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,2,1,0.01191466674208641
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,1,1,0.010922666639089584
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,4,1,0.01091733326514562
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,32,1,0.010570666442314783
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,8,1,0.010922666639089584
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,64,1,0.01091733326514562
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,16,1,0.011605333536863327
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,1,3,0.011231999844312668
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,8,3,0.010581333190202713
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,2,3,0.011098666737476984
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,16,3,0.010581333190202713
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,64,3,0.010581333190202713
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,4,3,0.011258666714032492
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,32,3,0.01109333336353302
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,2,3,0.01091733326514562
TRTLLM,1.0.0rc6,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,1,3,0.011605333536863327
