framework,version,device,op_name,kernel_source,m,k,quant_dtype,latency
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,16384,fp8,0.20304320653279617
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,12288,fp8,0.15447147687276208
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,10240,fp8,0.1303552150726318
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,8192,fp8,0.10564800898234047
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,7168,fp8,0.09325012365976972
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,6144,fp8,0.07988907496134438
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,5120,fp8,0.0668234666188558
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,4096,fp8,0.0536970615386963
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,3584,fp8,0.04670399824778239
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,3072,fp8,0.03927893241246542
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,2560,fp8,0.030638929208119704
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,2048,fp8,0.02361279924710591
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,1536,fp8,0.020498134692509967
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,1024,fp8,0.012670934200286869
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,768,fp8,0.012156800429026286
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,512,fp8,0.009714132547378539
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,256,fp8,0.008552532891432443
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,128,fp8,0.008596266309420267
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,64,fp8,0.007486933221419653
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,32,fp8,0.007154132922490438
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,8192,65536,fp8,0.7842037836710611
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,4096,16384,fp8,0.10592319170633951
TRTLLM,1.0.0rc3,NVIDIA H200,compute_scale,torch_ops,4096,12288,fp8,0.08065172831217447
