framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,window_size,beam_width,attn_dtype,kv_cache_dtype,step,latency
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,1,0.02626666675011317
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,1,0.02513599892457326
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,3,0.025594666600227356
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,3,0.025349333882331848
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,7,0.027119999130566914
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,7,0.025439999997615814
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,15,0.0272533322374026
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,15,0.025333332518736523
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,31,0.027141332626342773
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,31,0.02508266766866048
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,63,0.027141332626342773
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,63,0.025216000775496166
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,127,0.02717866748571396
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,127,0.025205334027608235
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,255,0.02553066611289978
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,255,0.02521066615978877
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,511,0.04045866678158442
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,511,0.03549866626660029
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,1023,0.059994667768478394
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,1023,0.053818667928377785
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,2047,0.10259200135866801
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,2047,0.09001599748929341
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,float16,4095,0.18083733320236206
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,32,1,64,64,64,0,1,float16,fp8,4095,0.15615466237068176
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,1,0.009002666920423508
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,1,0.009370666618148485
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,3,0.009136000027259191
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,3,0.010202666744589806
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,7,0.010645333677530289
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,7,0.010842667271693548
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,15,0.010757333288590113
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,15,0.01098666712641716
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,31,0.01080000028014183
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,31,0.010751999914646149
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,63,0.010869332899649939
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,63,0.01101333275437355
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,127,0.008762666955590248
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,127,0.010527999450763067
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,255,0.009194666519761086
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,255,0.009082666908701261
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,511,0.010714666297038397
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,511,0.010821333775917688
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,1023,0.011157333850860596
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,1023,0.010863999525705973
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,2047,0.013450667262077332
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,2047,0.013007999708255133
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,4095,0.01695466662446658
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,4095,0.015168000012636185
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,8191,0.021375998854637146
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,8191,0.019317333896954853
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,16383,0.03602133442958196
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,1,0.009695999945203463
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,1,0.011034666250149408
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,3,0.010837333897749582
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,3,0.010751999914646149
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,7,0.010794666906197866
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,7,0.010768000036478043
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,15,0.010949333508809408
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,15,0.010746666540702185
TRTLLM,1.2.0rc5,NVIDIA B200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,31,0.010778666784365972
