framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,1,0.010832000523805618
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,2,1,0.010751999914646149
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,16,1,0.010778666784365972
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,32,1,0.010687999427318573
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,1,0.010869332899649939
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,4,1,0.010816000401973724
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,64,1,0.011039999624093374
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,128,1,1,1,1,0.010741333166758219
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,2,1,0.010863999525705973
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,128,1,0.011221333096424738
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,8,1,0.010709332923094431
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,4,1,0.010832000523805618
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,32,1,0.01062400018175443
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,128,1,0.010618666807810465
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,64,1,0.010778666784365972
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,16,1,0.010341333225369453
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,32,3,0.010794666906197866
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,2,3,0.010847999403874079
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,3,0.010672000547250112
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,4,3,0.01089599976936976
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,3,0.011002667248249054
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,8,3,0.010784000158309937
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,64,3,0.01110400011142095
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,16,3,0.010847999403874079
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,32,3,0.010661333799362183
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,128,3,0.010698666175206503
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,128,1,1,1,3,0.01097600037852923
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,2,3,0.01109333336353302
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,4,3,0.01073066641887029
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,16,3,0.01080000028014183
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,7,0.011055999745925268
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,64,3,0.010735999792814255
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,128,3,0.01002133327225844
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,7,0.010874666273593903
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,2,7,0.010826667149861654
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,4,7,0.011034666250149408
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,16,7,0.011215999722480774
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,32,7,0.010725333044926325
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,8,7,0.01098666712641716
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,64,7,0.010933333386977514
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,128,7,0.010661333799362183
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,128,1,1,1,7,0.010816000401973724
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,2,7,0.011077333241701126
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,4,7,0.010757333288590113
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,16,7,0.01108266661564509
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,32,7,0.010746666540702185
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,64,7,0.010981333752473196
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,128,7,0.010885333021481832
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,15,0.011402666568756104
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,2,15,0.010773333410422007
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,4,15,0.010933333386977514
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,15,0.011007999380429586
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,16,15,0.01116266722480456
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,32,15,0.011071999867757162
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,64,15,0.010832000523805618
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,128,15,0.011002667248249054
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,128,1,1,1,15,0.011087999989589056
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,2,15,0.011055999745925268
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,4,15,0.011109333485364914
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,8,15,0.010928000013033548
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,16,15,0.011152000476916632
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,32,15,0.010847999403874079
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,64,15,0.010709332923094431
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,128,15,0.010709332923094431
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,31,0.20987200736999512
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,2,31,0.010992000500361124
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,4,31,0.011066666493813196
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,31,0.011050666371981302
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,16,31,0.01108266661564509
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,32,31,0.011029332876205444
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,64,31,0.011050666371981302
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,128,31,0.011087999989589056
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,128,1,1,1,31,0.010805333654085795
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,2,31,0.010826667149861654
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,4,31,0.010837333897749582
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,8,31,0.010805333654085795
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,16,31,0.010746666540702185
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,32,31,0.010725333044926325
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,64,31,0.010608000059922537
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,16,63,0.011018666128317514
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,128,31,0.01080000028014183
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,63,0.010709332923094431
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,2,63,0.011034666250149408
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,4,63,0.01102399950226148
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,63,0.010879999647537867
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,8,63,0.011039999624093374
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,32,63,0.011050666371981302
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,16,63,0.010863999525705973
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,32,63,0.010746666540702185
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,64,63,0.010602666685978571
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,128,63,0.010826667149861654
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,128,63,0.011007999380429586
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,128,1,1,1,63,0.011045332998037338
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,2,63,0.010666667173306147
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,4,63,0.011050666371981302
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,64,63,0.01108266661564509
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,2,127,0.01073066641887029
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,64,127,0.010853332777818045
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,127,0.01101333275437355
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,4,127,0.011354666203260422
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,127,0.011007999380429586
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,16,127,0.010928000013033548
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,32,127,0.010656000425418219
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,128,127,0.011120000233252844
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,128,1,1,1,127,0.010837333897749582
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,128,127,0.010858666151762009
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,2,127,0.011066666493813196
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,4,127,0.010816000401973724
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,2,255,0.010794666906197866
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,8,127,0.011098666737476984
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,255,0.011002667248249054
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,16,127,0.010709332923094431
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,32,127,0.010751999914646149
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,64,127,0.010682666053374609
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,255,0.011152000476916632
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,2,255,0.01097600037852923
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,4,255,0.011130666981140772
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,16,255,0.010826667149861654
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,32,255,0.010778666784365972
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,64,255,0.010693332801262537
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,128,255,0.01081066702802976
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,128,1,1,1,255,0.01110400011142095
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,4,255,0.010960000256697336
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,8,255,0.01101333275437355
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,16,255,0.010709332923094431
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,32,255,0.010863999525705973
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,64,255,0.010666667173306147
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,128,255,0.011007999380429586
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,511,0.012858666479587555
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,64,1,1,2,511,0.013007999708255133
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,32,1,1,4,511,0.013002666334311167
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,511,0.013183999806642532
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,8,1,1,16,511,0.012954667210578918
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,4,1,1,32,511,0.012842666357755661
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,2,1,1,64,511,0.012863999853531519
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,4,1,1,32,511,0.012869333227475485
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,1,1,1,128,511,0.012863999853531519
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,128,1,1,1,511,0.0129120002190272
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,64,1,1,2,511,0.01312000056107839
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,32,1,1,4,511,0.013082666943470636
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,16,1,1,8,511,0.013114667187134424
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,8,1,1,16,511,0.011850666254758835
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,16,1,1,8,1023,0.01313599944114685
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,2,1,1,64,511,0.012960000584522883
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,fp8,1,1,1,128,511,0.012874666601419449
TRTLLM,1.2.0rc5,NVIDIA B200,mla_generation,default,float16,float16,128,1,1,1,1023,0.015200000256299973
