framework,version,device,op_name,kernel_source,m,k,quant_dtype,latency
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,16384,fp8,0.08959999084472658
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,12288,fp8,0.06750186284383136
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,10240,fp8,0.05665812492370606
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,8192,fp8,0.044869343439737974
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,7168,fp8,0.038188799222310374
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,6144,fp8,0.03060586452484132
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,5120,fp8,0.01971840063730876
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,4096,fp8,0.021198936303456622
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,3584,fp8,0.02773866653442382
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,3072,fp8,0.020870401461919146
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,2560,fp8,0.016318933169047034
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,2048,fp8,0.016126930713653564
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,1536,fp8,0.014283733566602074
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,1024,fp8,0.012132266163825988
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,768,fp8,0.012185599406560261
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,512,fp8,0.011477333803971607
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,256,fp8,0.011276799937089283
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,128,fp8,0.010467199981212618
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,64,fp8,0.008908799787362417
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,32,fp8,0.00910506621003151
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,8192,65536,fp8,0.29637222290039067
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,16384,fp8,0.04765332539876305
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,12288,fp8,0.032573866844177235
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,10240,fp8,0.022710402806599944
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,8192,fp8,0.025347197055816652
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,7168,fp8,0.02926186720530191
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,6144,fp8,0.02265386978785197
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,5120,fp8,0.02034560044606526
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,4096,fp8,0.01749653220176697
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,3584,fp8,0.018674131234486902
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,3072,fp8,0.016615466276804606
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,2560,fp8,0.01602453589439392
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,2048,fp8,0.014425600568453472
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,1536,fp8,0.014876799782117206
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,1024,fp8,0.011813334623972575
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,768,fp8,0.013559466103712716
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,512,fp8,0.011911467214425405
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,256,fp8,0.011974400281906127
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,128,fp8,0.010482133676608402
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,64,fp8,0.00904319981733958
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,32,fp8,0.0100192000468572
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,4096,65536,fp8,1.8068074544270833
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,16384,fp8,0.0779925346374512
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,12288,fp8,0.0676543951034546
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,10240,fp8,0.04218880335489908
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,8192,fp8,0.04145280122756958
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,7168,fp8,0.03221652905146281
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,6144,fp8,0.027134935061136886
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,5120,fp8,0.025431466102600095
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,4096,fp8,0.0227509339650472
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,3584,fp8,0.024143997828165696
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,3072,fp8,0.022078933318456017
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,2560,fp8,0.021218132972717286
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,2048,fp8,0.017310932278633114
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,1536,fp8,0.01818346579869588
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,1024,fp8,0.018855466445287072
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,768,fp8,0.014081066846847533
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,512,fp8,0.014730666577816008
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,256,fp8,0.0120128000775973
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,128,fp8,0.010319999357064564
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,64,fp8,0.01156800016760826
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,32,fp8,0.010966399808724723
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,2048,65536,fp8,0.0
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,16384,fp8,0.041815471649169905
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,12288,fp8,0.03450133403142293
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,10240,fp8,0.027199999491373694
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,8192,fp8,0.024984534581502273
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,7168,fp8,0.02676373322804769
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,6144,fp8,0.027479465802510577
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,5120,fp8,0.019930668671925864
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,4096,fp8,0.017628799875577292
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,3584,fp8,0.017815465728441872
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,3072,fp8,0.02146773338317871
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,2560,fp8,0.015538133184115092
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,2048,fp8,0.015883733332157136
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,1536,fp8,0.014986666043599446
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,1024,fp8,0.01348693370819092
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,768,fp8,0.01321813364823659
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,512,fp8,0.012955733388662339
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,256,fp8,0.009261866410573326
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,128,fp8,0.009512532999118169
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,64,fp8,0.009959467003742853
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,32,fp8,0.009587200234333675
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,1024,65536,fp8,0.05092159907023114
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,16384,fp8,0.014571732282638548
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,12288,fp8,0.014982399344444274
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,10240,fp8,0.013530667622884116
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,8192,fp8,0.014007468024889629
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,7168,fp8,0.21676905850569408
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,6144,fp8,0.018606932957967122
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,5120,fp8,0.016884267330169674
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,4096,fp8,0.01790826618671417
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,3584,fp8,0.01892800033092499
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,3072,fp8,0.015683200955390934
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,2560,fp8,0.012738132973512013
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,2048,fp8,0.01272639979918798
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,1536,fp8,0.012256000936031342
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,1024,fp8,0.012132267157236733
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,768,fp8,0.009453866879145303
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,512,fp8,0.009852799773216249
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,256,fp8,0.009561599791049957
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,128,fp8,0.008696533491214117
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,64,fp8,0.007796266674995423
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,32,fp8,0.0082218661904335
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,768,65536,fp8,0.030498139063517254
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,16384,fp8,0.012668801347414655
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,12288,fp8,0.012745599945386248
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,10240,fp8,0.011103999614715577
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,8192,fp8,0.010929066439469655
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,7168,fp8,0.011459200580914814
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,6144,fp8,0.011423999567826588
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,5120,fp8,0.01213546593983968
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,4096,fp8,0.011632000406583149
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,3584,fp8,0.010200533270835876
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,3072,fp8,0.009864533444245654
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,2560,fp8,0.010385067264238993
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,2048,fp8,0.010532266398270927
TRTLLM,1.2.0rc5,NVIDIA B200,compute_scale,torch_ops,512,1536,fp8,0.010338133821884789
