framework,version,device,op_name,kernel_source,m,k,quant_dtype,latency
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,16384,fp8,0.2724671999613444
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,12288,fp8,0.2060544013977051
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,10240,fp8,0.17242560386657715
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,8192,fp8,0.13810985883076984
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,7168,fp8,0.12095359961191814
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,6144,fp8,0.10445546309153239
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,5120,fp8,0.08784533341725667
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,4096,fp8,0.056184534231821695
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,3584,fp8,0.035499731699625656
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,3072,fp8,0.029190399249394733
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,2560,fp8,0.02480640014012655
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,2048,fp8,0.020678400993347168
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,1536,fp8,0.01611733337243398
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,1024,fp8,0.011987200379371643
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,768,fp8,0.00965333382288615
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,512,fp8,0.007100800176461537
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,256,fp8,0.005062399804592133
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,128,fp8,0.003939199944337209
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,64,fp8,0.0034474665919939675
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,32,fp8,0.0029781334102153777
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,8192,65536,fp8,1.115936024983724
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,16384,fp8,0.14578240712483723
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,12288,fp8,0.1109887997309367
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,10240,fp8,0.09420479933420817
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,8192,fp8,0.06240640083948771
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,7168,fp8,0.044047999382019046
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,6144,fp8,0.03573973178863525
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,5120,fp8,0.03126613299051921
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,4096,fp8,0.02600319981575012
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,3584,fp8,0.022765866915384927
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,3072,fp8,0.02013333241144816
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,2560,fp8,0.0173909326394399
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,2048,fp8,0.01446293294429779
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,1536,fp8,0.011713066697120666
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,1024,fp8,0.008724266290664673
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,768,fp8,0.0070720002055168155
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,512,fp8,0.005857066810131073
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,256,fp8,0.004222933451334635
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,128,fp8,0.0038058665891488397
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,64,fp8,0.0033919999996821085
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,32,fp8,0.002974933385848999
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,4096,65536,fp8,1.0995455423990885
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,16384,fp8,0.1441696008046468
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,12288,fp8,0.09808320204416911
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,10240,fp8,0.07097919782002768
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,8192,fp8,0.05192213455835978
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,7168,fp8,0.043961600462595625
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,6144,fp8,0.03875946601231893
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,5120,fp8,0.029550933837890626
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,4096,fp8,0.024235733350118003
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,3584,fp8,0.021817600727081297
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,3072,fp8,0.01774079998334249
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,2560,fp8,0.015280000368754067
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,2048,fp8,0.013218133648236593
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,1536,fp8,0.011106133460998535
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,1024,fp8,0.008595200379689534
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,768,fp8,0.007097599903742473
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,512,fp8,0.005422933399677277
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,256,fp8,0.004649599889914194
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,128,fp8,0.00420053352912267
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,64,fp8,0.0034058667719364167
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,32,fp8,0.0029813334345817565
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,2048,65536,fp8,0.46892480850219725
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,16384,fp8,0.06322346528371176
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,12288,fp8,0.048987734317779544
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,10240,fp8,0.03316906690597534
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,8192,fp8,0.02765760024388631
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,7168,fp8,0.02435520092646281
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,6144,fp8,0.018518400192260743
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,5120,fp8,0.015260799725850423
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,4096,fp8,0.01323306659857432
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,3584,fp8,0.013142399986584983
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,3072,fp8,0.009130666653315227
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,2560,fp8,0.009133866429328919
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,2048,fp8,0.007492266595363617
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,1536,fp8,0.006949333349863689
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,1024,fp8,0.0054954667886098225
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,768,fp8,0.005433600147565206
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,512,fp8,0.0038015998899936674
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,256,fp8,0.003519999980926514
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,128,fp8,0.0029877332349618276
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,64,fp8,0.0025568000972270967
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,32,fp8,0.0025813333690166474
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,1024,65536,fp8,0.14360960324605304
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,16384,fp8,0.018422400951385497
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,12288,fp8,0.01446399986743927
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,10240,fp8,0.01322879989941915
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,8192,fp8,0.010678399602572124
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,7168,fp8,0.01564800043900808
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,6144,fp8,0.014061866203943887
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,5120,fp8,0.012684800227483115
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,4096,fp8,0.010373333096504211
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,3584,fp8,0.00995199978351593
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,3072,fp8,0.009514666597048442
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,2560,fp8,0.006413866579532623
TRTLLM,1.2.0rc5,NVIDIA B200,scale_matrix,torch_ops,768,2048,fp8,0.005857066810131073
