framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,128,1,1,1,0,0.33211733897527057
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,128,2,1,1,0,0.31726932525634766
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,8,1,1,16,0,0.33604268232981366
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,4,1,1,32,0,0.3423573176066081
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,32,1,1,4,0,0.32631466786066693
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,64,1,1,2,0,0.33109333117802936
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,8,2,1,16,0,0.3186346689860026
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,4,2,1,32,0,0.33604268232981366
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,16,1,1,8,0,0.32614399989446
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,128,4,1,1,0,0.32290132840474445
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,64,4,1,2,0,0.31675734122594196
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,32,4,1,4,0,0.31522132953008014
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,16,4,1,8,0,0.33450667063395184
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,8,4,1,16,0,0.31675734122594196
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,4,4,1,32,0,0.3170986572901408
VLLM,0.12.0,NVIDIA A100-SXM4-80GB,context_mla,vllm_triton_mla,float16,float16,64,2,1,2,0,0.3251199920972188
